nama,kategori,latitude,longitude,geometry
Jakpro,Gedung Perkantoran,-6.194482,106.8175506,POINT (106.8175506 -6.194482)
MAIA HOTEL JAKARTA,Hotel,-6.1936647,106.8170532,POINT (106.8170532 -6.1936647)
TomTom,Gedung Perkantoran,-6.1926093,106.8217648,POINT (106.8217648 -6.1926093)
iHome Residence,Hotel,-6.18836,106.819745,POINT (106.819745 -6.18836)
Wisma Multi 88,Hotel,-6.1881323,106.8204528,POINT (106.8204528 -6.1881323)
I Home Residence,Hotel,-6.188039,106.8182265,POINT (106.8182265 -6.188039)
Kedutaan Besar Belgia,Gedung Perkantoran,-6.195658,106.8243622,POINT (106.8243622 -6.195658)
undefined,Gedung Perkantoran,-6.1940057,106.8236546,POINT (106.8236546 -6.1940057)
Grand Hyatt Jakarta,Hotel,-6.1938028,106.8224472,POINT (106.8224472 -6.1938028)
Pullman Jakarta,Hotel,-6.1932995,106.823811,POINT (106.823811 -6.1932995)
Plaza Permata,Gedung Perkantoran,-6.1922887,106.8238651,POINT (106.8238651 -6.1922887)
Oil center,Gedung Perkantoran,-6.191507,106.8238173,POINT (106.8238173 -6.191507)
Wisma Kosgoro,Gedung Perkantoran,-6.1910372,106.8232094,POINT (106.8232094 -6.1910372)
Sinarmas Land Plaza II,Gedung Perkantoran,-6.1901171,106.8232875,POINT (106.8232875 -6.1901171)
BII Tower,Gedung Perkantoran,-6.1899822,106.823258,POINT (106.823258 -6.1899822)
Plaza BII,Gedung Perkantoran,-6.1897378,106.8232657,POINT (106.8232657 -6.1897378)
undefined,Hotel,-6.1890396,106.8089658,POINT (106.8089658 -6.1890396)
undefined,Hotel,-6.1889873,106.8094595,POINT (106.8094595 -6.1889873)
undefined,Hotel,-6.1884023,106.8088194,POINT (106.8088194 -6.1884023)
undefined,Hotel,-6.1872932,106.8168157,POINT (106.8168157 -6.1872932)
CFC,Gedung Perkantoran,-6.1842447,106.8111636,POINT (106.8111636 -6.1842447)
undefined,Hotel,-6.1832257,106.8120116,POINT (106.8120116 -6.1832257)
undefined,Hotel,-6.1831505,106.8129454,POINT (106.8129454 -6.1831505)
undefined,Hotel,-6.1825219,106.8168547,POINT (106.8168547 -6.1825219)
undefined,Hotel,-6.1824881,106.8159851,POINT (106.8159851 -6.1824881)
undefined,Gedung Perkantoran,-6.182479,106.8131419,POINT (106.8131419 -6.182479)
Juno,Hotel,-6.1874058,106.817293,POINT (106.817293 -6.1874058)
undefined,Gedung Perkantoran,-6.1873439,106.8199092,POINT (106.8199092 -6.1873439)
Fave Hotel Wahid Hasyim,Hotel,-6.1870817,106.8205212,POINT (106.8205212 -6.1870817)
undefined,Hotel,-6.1869821,106.8170972,POINT (106.8170972 -6.1869821)
undefined,Hotel,-6.1868772,106.8180528,POINT (106.8180528 -6.1868772)
undefined,Hotel,-6.1868135,106.8200516,POINT (106.8200516 -6.1868135)
undefined,Gedung Perkantoran,-6.186694,106.820554,POINT (106.820554 -6.186694)
Kedutaan besar Argentina,Gedung Perkantoran,-6.1856514,106.8222196,POINT (106.8222196 -6.1856514)
UNDP,Gedung Perkantoran,-6.1855673,106.8221328,POINT (106.8221328 -6.1855673)
undefined,Gedung Perkantoran,-6.1833132,106.8196108,POINT (106.8196108 -6.1833132)
Dinas Pengawasan Bangunan,Gedung Perkantoran,-6.1818581,106.8110463,POINT (106.8110463 -6.1818581)
undefined,Gedung Perkantoran,-6.1817263,106.8159505,POINT (106.8159505 -6.1817263)
undefined,Hotel,-6.1816953,106.8153808,POINT (106.8153808 -6.1816953)
undefined,Gedung Perkantoran,-6.1816622,106.8122222,POINT (106.8122222 -6.1816622)
"Dinas Penataan Kota, Bina Marga dan Tata Air",Gedung Perkantoran,-6.1815781,106.8110422,POINT (106.8110422 -6.1815781)
undefined,Gedung Perkantoran,-6.1814337,106.8122767,POINT (106.8122767 -6.1814337)
Beritagar.id,Gedung Perkantoran,-6.181186,106.8151034,POINT (106.8151034 -6.181186)
Flamenco Urban Living,Hotel,-6.1795852,106.8165879,POINT (106.8165879 -6.1795852)
undefined,Gedung Perkantoran,-6.177114,106.8159664,POINT (106.8159664 -6.177114)
undefined,Gedung Perkantoran,-6.1735391,106.8152906,POINT (106.8152906 -6.1735391)
BADAN PENDAPATAN DAERAH PROVINSI DKI JAKARTA,Gedung Perkantoran,-6.1781165,106.8183339,POINT (106.8183339 -6.1781165)
BPBD Provinsi DKI Jakarta,Gedung Perkantoran,-6.1779849,106.8185529,POINT (106.8185529 -6.1779849)
undefined,Gedung Perkantoran,-6.1775093,106.817857,POINT (106.817857 -6.1775093)
undefined,Gedung Perkantoran,-6.1767065,106.8172055,POINT (106.8172055 -6.1767065)
undefined,Gedung Perkantoran,-6.17654,106.8196936,POINT (106.8196936 -6.17654)
undefined,Gedung Perkantoran,-6.1755058,106.8194294,POINT (106.8194294 -6.1755058)
undefined,Gedung Perkantoran,-6.1726157,106.818203,POINT (106.818203 -6.1726157)
RajaKamar Indonesia,Gedung Perkantoran,-6.1689115,106.8208966,POINT (106.8208966 -6.1689115)
undefined,Hotel,-6.1688521,106.8206064,POINT (106.8206064 -6.1688521)
Hotel Zenrooms Hayam Wuruk,Hotel,-6.1659018,106.8214024,POINT (106.8214024 -6.1659018)
undefined,Hotel,-6.1735035,106.811847,POINT (106.811847 -6.1735035)
undefined,Gedung Perkantoran,-6.1731566,106.8096991,POINT (106.8096991 -6.1731566)
undefined,Gedung Perkantoran,-6.1728812,106.8092718,POINT (106.8092718 -6.1728812)
undefined,Gedung Perkantoran,-6.1725867,106.8156692,POINT (106.8156692 -6.1725867)
Ambulans Gawat Darurat Dinas Kesehatan DKI Jakarta,Gedung Perkantoran,-6.1722863,106.8144958,POINT (106.8144958 -6.1722863)
Royal City Hotel,Hotel,-6.1719654,106.8082685,POINT (106.8082685 -6.1719654)
Dinas Kesehatan Provinsi DKI Jakarta,Gedung Perkantoran,-6.1708942,106.8148191,POINT (106.8148191 -6.1708942)
undefined,Gedung Perkantoran,-6.1703737,106.8162614,POINT (106.8162614 -6.1703737)
undefined,Hotel,-6.1688421,106.8152823,POINT (106.8152823 -6.1688421)
OYO,Hotel,-6.1683446,106.8152556,POINT (106.8152556 -6.1683446)
undefined,Gedung Perkantoran,-6.1679649,106.8085364,POINT (106.8085364 -6.1679649)
undefined,Gedung Perkantoran,-6.1676386,106.811036,POINT (106.811036 -6.1676386)
undefined,Hotel,-6.1673193,106.8084624,POINT (106.8084624 -6.1673193)
PT Magna Perkasa,Gedung Perkantoran,-6.1669149,106.81511,POINT (106.81511 -6.1669149)
undefined,Gedung Perkantoran,-6.1664945,106.8103448,POINT (106.8103448 -6.1664945)
undefined,Hotel,-6.1648051,106.8101772,POINT (106.8101772 -6.1648051)
undefined,Hotel,-6.1604307,106.8120001,POINT (106.8120001 -6.1604307)
PT Perusahaan Gas Negara,Gedung Perkantoran,-6.1597373,106.8156799,POINT (106.8156799 -6.1597373)
Apartemen Mediterania Gajah Mada,Apartemen,-6.1492967,106.8155777,POINT (106.8155777 -6.1492967)
undefined,Gedung Perkantoran,-6.1492075,106.8152138,POINT (106.8152138 -6.1492075)
undefined,Hotel,-6.1648152,106.8205308,POINT (106.8205308 -6.1648152)
Hotel & Spa Malioboro Jakarta,Hotel,-6.1630853,106.8194475,POINT (106.8194475 -6.1630853)
undefined,Hotel,-6.1602206,106.8179255,POINT (106.8179255 -6.1602206)
Ro & Vi Hotel,Hotel,-6.1560681,106.8185331,POINT (106.8185331 -6.1560681)
Illigals Hotel & Club,Hotel,-6.1521554,106.8175552,POINT (106.8175552 -6.1521554)
Antoni,Hotel,-6.1510827,106.8175389,POINT (106.8175389 -6.1510827)
Env Room - Red Doorz Mangga Besar 2,Hotel,-6.1504865,106.8208296,POINT (106.8208296 -6.1504865)
Amaris Hotel Mangga Besar,Hotel,-6.1494978,106.8188916,POINT (106.8188916 -6.1494978)
undefined,Hotel,-6.1494327,106.8172602,POINT (106.8172602 -6.1494327)
Hotel Mercure Jakarta Kota,Hotel,-6.1490679,106.8171008,POINT (106.8171008 -6.1490679)
undefined,Gedung Perkantoran,-6.162713,106.8259282,POINT (106.8259282 -6.162713)
Hotel Travel,Hotel,-6.1510786,106.8259886,POINT (106.8259886 -6.1510786)
Hotel 88 Mangga Besar VIII,Hotel,-6.1508468,106.8256577,POINT (106.8256577 -6.1508468)
Kantor Pelayanan Pajak Pratama Jakarta Tamansari Satu,Gedung Perkantoran,-6.1494476,106.8227825,POINT (106.8227825 -6.1494476)
Hotel 88 Mangga Besar 62,Hotel,-6.1491442,106.8237398,POINT (106.8237398 -6.1491442)
Hotel Astika,Hotel,-6.1489029,106.8251598,POINT (106.8251598 -6.1489029)
Luminor Hotel,Hotel,-6.1487012,106.8233276,POINT (106.8233276 -6.1487012)
Wow! Hotel Mangga Besar,Hotel,-6.1485666,106.8222476,POINT (106.8222476 -6.1485666)
Hotel 55 B&B,Hotel,-6.1412157,106.8225609,POINT (106.8225609 -6.1412157)
Zuri Express Mangga Dua by ZHM Zuri Express Hotel Jakarta - Mangga Dua,Hotel,-6.1396224,106.8253242,POINT (106.8253242 -6.1396224)
Jayakarta Hotels and Resorts,Hotel,-6.1473169,106.8170696,POINT (106.8170696 -6.1473169)
PT. Mitra Teknik Elektrindo,Gedung Perkantoran,-6.1439118,106.8171141,POINT (106.8171141 -6.1439118)
Golden Crown,Hotel,-6.1423676,106.8171774,POINT (106.8171774 -6.1423676)
undefined,Gedung Perkantoran,-6.1350912,106.8221854,POINT (106.8221854 -6.1350912)
undefined,Gedung Perkantoran,-6.1479288,106.8159836,POINT (106.8159836 -6.1479288)
Hotel Novotel Gajah Mada,Hotel,-6.147304,106.8157261,POINT (106.8157261 -6.147304)
Fave Hotel LTC Glodok Jakarta,Hotel,-6.145905,106.8161388,POINT (106.8161388 -6.145905)
undefined,Hotel,-6.1455003,106.8165723,POINT (106.8165723 -6.1455003)
undefined,Hotel,-6.1414572,106.8136396,POINT (106.8136396 -6.1414572)
undefined,Hotel,-6.1408072,106.8134899,POINT (106.8134899 -6.1408072)
HOTEL MUTIARA Kota Tua,Hotel,-6.1406291,106.8142112,POINT (106.8142112 -6.1406291)
undefined,Gedung Perkantoran,-6.1384374,106.8165795,POINT (106.8165795 -6.1384374)
undefined,Gedung Perkantoran,-6.1318746,106.8164169,POINT (106.8164169 -6.1318746)
undefined,Gedung Perkantoran,-6.1318425,106.8163566,POINT (106.8163566 -6.1318425)
Sekretariat RW 06,Gedung Perkantoran,-6.1396047,106.8231945,POINT (106.8231945 -6.1396047)
D'Prima Hotel ITC Mangga Dua,Hotel,-6.1385808,106.8223449,POINT (106.8223449 -6.1385808)
Le Grandeur Mangga Dua,Hotel,-6.1370926,106.8258294,POINT (106.8258294 -6.1370926)
Alexis Hotel,Hotel,-6.1319079,106.823806,POINT (106.823806 -6.1319079)
undefined,Gedung Perkantoran,-6.1317869,106.8163136,POINT (106.8163136 -6.1317869)
undefined,Gedung Perkantoran,-6.1317462,106.8162619,POINT (106.8162619 -6.1317462)
Urbanview Hotel Kota Tua Jakarta,Hotel,-6.1315449,106.8088245,POINT (106.8088245 -6.1315449)
undefined,Gedung Perkantoran,-6.12998,106.815264,POINT (106.815264 -6.12998)
Apartment Pluit Sea View,Apartemen,-6.121142,106.8072289,POINT (106.8072289 -6.121142)
undefined,Gedung Perkantoran,-6.1133677,106.8029543,POINT (106.8029543 -6.1133677)
undefined,Gedung Perkantoran,-6.1112182,106.8029268,POINT (106.8029268 -6.1112182)
Rusunawa Waduk Pluit,Apartemen,-6.1103209,106.799534,POINT (106.799534 -6.1103209)
undefined,Gedung Perkantoran,-6.1099223,106.8030872,POINT (106.8030872 -6.1099223)
undefined,Gedung Perkantoran,-6.1079971,106.8026556,POINT (106.8026556 -6.1079971)
undefined,Gedung Perkantoran,-6.1040896,106.8000936,POINT (106.8000936 -6.1040896)
undefined,Gedung Perkantoran,-6.1036494,106.8008142,POINT (106.8008142 -6.1036494)
undefined,Gedung Perkantoran,-6.1023686,106.801676,POINT (106.801676 -6.1023686)
undefined,Gedung Perkantoran,-6.1020325,106.8014756,POINT (106.8014756 -6.1020325)
RedDoorz,Hotel,-6.1719369,106.7931508,POINT (106.7931508 -6.1719369)
Hotel Ciputra,Hotel,-6.1679987,106.786699,POINT (106.786699 -6.1679987)
CV DSM WH,Gedung Perkantoran,-6.1670885,106.7780091,POINT (106.7780091 -6.1670885)
undefined,Hotel,-6.1670065,106.7952928,POINT (106.7952928 -6.1670065)
Hotel 88 (Grogol),Hotel,-6.1659373,106.7907957,POINT (106.7907957 -6.1659373)
undefined,Gedung Perkantoran,-6.165897,106.7932918,POINT (106.7932918 -6.165897)
Feodora,Hotel,-6.165892,106.7899123,POINT (106.7899123 -6.165892)
Amaris Hotel Dr. Susilo Grogol,Hotel,-6.165828,106.7963622,POINT (106.7963622 -6.165828)
undefined,Hotel,-6.1657308,106.7963528,POINT (106.7963528 -6.1657308)
undefined,Hotel,-6.1656883,106.7965637,POINT (106.7965637 -6.1656883)
Johnson Health Tech Indonesia,Gedung Perkantoran,-6.182214,106.7669501,POINT (106.7669501 -6.182214)
undefined,Gedung Perkantoran,-6.1794552,106.7114264,POINT (106.7114264 -6.1794552)
Wang Residences,Apartemen,-6.1735844,106.766024,POINT (106.766024 -6.1735844)
"Tower The Crest, Complex West Vista Apartemen",Apartemen,-6.1580017,106.7261003,POINT (106.7261003 -6.1580017)
Apartemen Vittoria Residence,Apartemen,-6.1574196,106.7358693,POINT (106.7358693 -6.1574196)
PT International Chemical Industry,Gedung Perkantoran,-6.1570578,106.7515976,POINT (106.7515976 -6.1570578)
PT International  Chemical Industry,Gedung Perkantoran,-6.156934,106.7506715,POINT (106.7506715 -6.156934)
undefined,Gedung Perkantoran,-6.1544635,106.7306148,POINT (106.7306148 -6.1544635)
undefined,Gedung Perkantoran,-6.1526425,106.7386056,POINT (106.7386056 -6.1526425)
undefined,Gedung Perkantoran,-6.1525866,106.7386096,POINT (106.7386096 -6.1525866)
Grand Tjokro Jakarta,Hotel,-6.165305,106.7818709,POINT (106.7818709 -6.165305)
Kantor Cabang Oriflame,Gedung Perkantoran,-6.1651335,106.7829603,POINT (106.7829603 -6.1651335)
XO Hall,Gedung Perkantoran,-6.1633657,106.7747595,POINT (106.7747595 -6.1633657)
Wijaya Biro SIM,Gedung Perkantoran,-6.1608227,106.7902671,POINT (106.7902671 -6.1608227)
undefined,Gedung Perkantoran,-6.1590891,106.790951,POINT (106.790951 -6.1590891)
Amaris Hotel Season City,Hotel,-6.1541867,106.7958958,POINT (106.7958958 -6.1541867)
Apartemen Seasons City,Apartemen,-6.1531658,106.7963865,POINT (106.7963865 -6.1531658)
undefined,Gedung Perkantoran,-6.1522299,106.7902932,POINT (106.7902932 -6.1522299)
Jakarta International Customer Service Institute,Gedung Perkantoran,-6.14676,106.7883284,POINT (106.7883284 -6.14676)
Taman Duta Mas (Main Entrance),Gedung Perkantoran,-6.144338,106.7802675,POINT (106.7802675 -6.144338)
undefined,Gedung Perkantoran,-6.1763735,106.7974425,POINT (106.7974425 -6.1763735)
undefined,Gedung Perkantoran,-6.1679192,106.8080473,POINT (106.8080473 -6.1679192)
Indosat Ooredoo,Gedung Perkantoran,-6.1674986,106.8040256,POINT (106.8040256 -6.1674986)
Telkomsel,Gedung Perkantoran,-6.1672712,106.8034869,POINT (106.8034869 -6.1672712)
RedDoorz,Hotel,-6.1671027,106.8080489,POINT (106.8080489 -6.1671027)
Rono Percetakan,Gedung Perkantoran,-6.1625741,106.8059215,POINT (106.8059215 -6.1625741)
Smart GPS Jakarta,Gedung Perkantoran,-6.1523155,106.807372,POINT (106.807372 -6.1523155)
undefined,Gedung Perkantoran,-6.1489309,106.8076894,POINT (106.8076894 -6.1489309)
Kantor RW 19 (lantai 2 apartemen),Gedung Perkantoran,-6.1233962,106.7988849,POINT (106.7988849 -6.1233962)
Apartemen Pluit Sea View,Apartemen,-6.1215817,106.8067374,POINT (106.8067374 -6.1215817)
Hz,Gedung Perkantoran,-6.1490884,106.7321189,POINT (106.7321189 -6.1490884)
Yayasan Mulyajaya,Gedung Perkantoran,-6.146813,106.7293747,POINT (106.7293747 -6.146813)
Lembaga Dakwah Islam Indonesia,Gedung Perkantoran,-6.1459443,106.7297637,POINT (106.7297637 -6.1459443)
undefined,Gedung Perkantoran,-6.1456137,106.7318094,POINT (106.7318094 -6.1456137)
Apartemen Perumnas Sentraland Cengkareng,Apartemen,-6.1399034,106.7387132,POINT (106.7387132 -6.1399034)
Hilton Garden Inn Jakarta Taman Palem,Hotel,-6.1388307,106.729107,POINT (106.729107 -6.1388307)
Grand Kimochi,Gedung Perkantoran,-6.1378786,106.7327359,POINT (106.7327359 -6.1378786)
Magnum Massage,Gedung Perkantoran,-6.1375147,106.7327362,POINT (106.7327362 -6.1375147)
Seven Heaven Massage,Gedung Perkantoran,-6.1373277,106.7327495,POINT (106.7327495 -6.1373277)
Aston Cengkareng City Hotel,Hotel,-6.1370492,106.7333441,POINT (106.7333441 -6.1370492)
undefined,Gedung Perkantoran,-6.1434073,106.7912881,POINT (106.7912881 -6.1434073)
undefined,Gedung Perkantoran,-6.1394752,106.7936381,POINT (106.7936381 -6.1394752)
Hariston Hotel & Suites Bandengan,Hotel,-6.1372972,106.7882068,POINT (106.7882068 -6.1372972)
undefined,Hotel,-6.1345851,106.7935543,POINT (106.7935543 -6.1345851)
undefined,Hotel,-6.1317587,106.7930344,POINT (106.7930344 -6.1317587)
Hotel Holiday Inn Express,Hotel,-6.1270664,106.7905636,POINT (106.7905636 -6.1270664)
Fave Hotel Pluit Junction,Hotel,-6.1264489,106.791403,POINT (106.791403 -6.1264489)
undefined,Gedung Perkantoran,-6.1260802,106.7939433,POINT (106.7939433 -6.1260802)
Wisma ADR,Gedung Perkantoran,-6.125835,106.7947038,POINT (106.7947038 -6.125835)
Multi Power Aditama,Gedung Perkantoran,-6.1249833,106.7779923,POINT (106.7779923 -6.1249833)
Dd,Gedung Perkantoran,-6.1349611,106.7305039,POINT (106.7305039 -6.1349611)
Hz,Gedung Perkantoran,-6.1327719,106.7311512,POINT (106.7311512 -6.1327719)
Paradise Mansion Apartemen,Apartemen,-6.1314558,106.7028976,POINT (106.7028976 -6.1314558)
Apartemen City Park,Apartemen,-6.1314395,106.7349773,POINT (106.7349773 -6.1314395)
Aston Pluit Hotel & Residence,Hotel,-6.1242991,106.7950506,POINT (106.7950506 -6.1242991)
undefined,Gedung Perkantoran,-6.1218911,106.7891733,POINT (106.7891733 -6.1218911)
WonderMind Pluit Village,Gedung Perkantoran,-6.1159558,106.7880296,POINT (106.7880296 -6.1159558)
undefined,Gedung Perkantoran,-6.1119268,106.7939045,POINT (106.7939045 -6.1119268)
Antheia Photography,Gedung Perkantoran,-6.1109118,106.7419364,POINT (106.7419364 -6.1109118)
undefined,Gedung Perkantoran,-6.1071667,106.7384383,POINT (106.7384383 -6.1071667)
Gold Coast PIK Apartemen,Apartemen,-6.1025417,106.7385349,POINT (106.7385349 -6.1025417)
undefined,Gedung Perkantoran,-6.1009795,106.8002796,POINT (106.8002796 -6.1009795)
undefined,Gedung Perkantoran,-6.1004467,106.8017345,POINT (106.8017345 -6.1004467)
undefined,Gedung Perkantoran,-6.1000719,106.8015985,POINT (106.8015985 -6.1000719)
undefined,Gedung Perkantoran,-6.099335,106.799553,POINT (106.799553 -6.099335)
